,Text,is_long,ESG_Category
15815,"Human rights Salient Human Rights Issue Report (PDF) Microsoft Report on the GNI Independent Assessment (PDF) GNI Annual Report Microsoft Response Business and Human Rights Resource Center Public policy engagement MSPAC State Candidate Contributions H1 2017 (PDF)* MSPAC Federal Candidate Contributions H1 2017 (PDF)* MSPAC Non Candidate Committee Contributions H1 2017 (PDF)* Public Policy Advocacy Spending Microsoft Cloud Policy Roadmap *For a full list of current and archived reports, please see our online Reports Hub.",False,Social
16840,The following are just a few of the programs that comprise Youth Spark.,False,Social
17237,"We also generate a small amount of onsite renewable energy, such as from solar panels covering the rooftops on our Silicon Valley campus.",False,Environmental
2290,"As shown in the graph below, advances in human prosperity, as measured by GDP growth, are inextricably tied to the use of energy.",False,Environmental
6904,"Recognising Microsoft’s sustainability journey One of the previous year’s winners of the edie Awards is Microsoft, which took the mantle for leadership in sustainability reporting and communications.",False,Environmental
9388,"We’re excited to have you join us at Microsoft Ignite 2023 from November 15 to 16, 2023.",False,General
10156,And we've shared some of our transparency notes as well.,False,General
19044,"In FY2011, we also created internal processes and tools to help ensure that government content removal requests are handled consistently with our new Freedom of Expression policy.",False,General
14030,"Since making this commitment in April 2020, we identified two leading land protection organizations, the National Fish and Wildlife Foundation (NFWF) within the United States and The Nature Conservancy (TNC) globally, to partner with to achieve our commitment to protect more land than we use.",False,Environmental
344,India’s Economic Initiatives: A Magnet for Investments By Dezan Shira & Associates Editor: Melissa Cyrill The Bharatiya Janata Party (BJP)-led National Democratic Alliance (NDA) government has introduced a multitude of economic programs since 2014.,False,General
